"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'CIF (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1001,112761
BE,BELGIUM,26000,1489516,107223,5009926
BR,BRAZIL,753500,40773115,4540875,230504092
CN,CHINA,424755,11982739,835818,27816195
FI,FINLAND,148500,8128762,420750,22871434
FR,FRANCE,11000,942700,32085,5551979
DE,GERMANY,377067,25042793,1870565,114335807
HK,HONG KONG,0,0,336,30521
HU,HUNGARY,0,0,13050,738665
IN,INDIA,0,0,2057,175857
ID,INDONESIA,6250,2815855,20750,8331553
IE,IRELAND,0,0,0,4067
IL,ISRAEL,0,0,12300,984234
IT,ITALY,1800,733453,9884,3548577
JP,JAPAN,167585,15335306,1085210,82271807
KR,"KOREA,REPUBLIC OF",169500,7553985,1231334,53187384
KW,KUWAIT,222750,5587291,1881050,50032264
LU,LUXEMBOURG,8750,1069927,55000,6606673
MY,MALAYSIA,6061522,176838719,26957426,817996276
MM,MYANMAR,0,0,1,66
NL,NETHERLANDS,204380,11128711,1614340,88906503
NZ,NEW ZEALAND,0,0,0,252
NO,NORWAY,69680,3568852,208580,10371194
PT,PORTUGAL,0,0,100,59370
QA,QATAR,2193000,67515092,6247500,186268063
SA,SAUDI ARABIA,3061200,83487172,16612130,476145516
SG,SINGAPORE,2280050,72857067,11478025,374228585
CH,SWITZERLAND,0,0,780,170156
TW,"TAIWAN, PROVINCE OF CHINA",1,12665,33276,2734871
TH,THAILAND,0,0,1220,33158
AE,UNITED ARAB EMIRATES,222750,5648816,1263554,34614250
GB,UNITED KINGDOM,0,0,61103,4841797
US,UNITED STATES,579488,17446077,3424577,109887254
VN,VIETNAM,1000,136467,57580,3846105
SUM,SUM,16990528,560095080,80079480,2722217212
