"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'CIF (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'CIF (Baht)')"
CN,CHINA,0,0,22,12049
FR,FRANCE,500,102573,2200,462131
DE,GERMANY,4,2232,4,2232
HK,HONG KONG,75,16750,75,16750
IT,ITALY,7500,537320,16150,1158657
JP,JAPAN,30430,4712251,141345,22918279
KR,"KOREA,REPUBLIC OF",65650,4524231,128850,9366084
MY,MALAYSIA,2000,199361,35485,1625892
QA,QATAR,0,0,101500,4620092
CH,SWITZERLAND,0,0,0,4375
GB,UNITED KINGDOM,200,17792,225,30017
SUM,SUM,106359,10112510,425856,40216558
