"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2021', 'Quantity')","('Feb 2021', 'CIF (Baht)')","('Jan - Feb 2021', 'Quantity')","('Jan - Feb 2021', 'CIF (Baht)')"
BE,BELGIUM,6250,633901,54325,5869669
CA,CANADA,2750,922912,26155,2568831
CN,CHINA,951576,40477774,2003624,81675211
FI,FINLAND,0,0,22000,1350183
DE,GERMANY,21354,290250,45904,2227591
HK,HONG KONG,46750,1481569,46750,1481569
IN,INDIA,0,0,2000,389708
ID,INDONESIA,1500,108466,1500,108466
IL,ISRAEL,0,0,18005,1044897
IT,ITALY,0,0,1500,557821
JP,JAPAN,240828,30071538,440082,53869785
KR,"KOREA,REPUBLIC OF",1103750,56523833,2314450,116534713
MY,MALAYSIA,800,57034,27660,1976465
NL,NETHERLANDS,9375,1359238,13500,1722141
QA,QATAR,0,0,25500,886568
SA,SAUDI ARABIA,74250,3427765,95850,4257103
SG,SINGAPORE,765760,32665246,1401565,58399245
ES,SPAIN,20800,1656359,20950,1683712
SE,SWEDEN,200000,13883812,200000,13883812
TW,"TAIWAN, PROVINCE OF CHINA",3702,403069,25052,1616341
TH,THAILAND,8800,730482,18150,1505307
AE,UNITED ARAB EMIRATES,50750,1823005,247150,9828480
GB,UNITED KINGDOM,1205,428488,1405,508707
US,UNITED STATES,1280176,71836099,3246854,152522810
VN,VIETNAM,20250,982370,56482,2732332
SUM,SUM,4810626,259763210,10356413,519201467
