"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2021', 'Quantity')","('Mar 2021', 'CIF (Baht)')","('Jan - Mar 2021', 'Quantity')","('Jan - Mar 2021', 'CIF (Baht)')"
AT,AUSTRIA,270,418498,610,928287
BE,BELGIUM,100,100771,36400,2707931
BR,BRAZIL,573,202876,3629,1313764
CA,CANADA,1,16317,1,16317
CN,CHINA,405839,20235464,1024275,53801418
CZ,CZECH REPUBLIC,0,0,2,682
FR,FRANCE,90,83675,80475,4121130
DE,GERMANY,678,354541,20678,5264972
HK,HONG KONG,0,0,214252,18082071
IN,INDIA,180,21684,180,21684
ID,INDONESIA,22526,1972745,22526,1972745
IT,ITALY,0,0,760,99220
JP,JAPAN,270114,38247014,696437,111135079
KR,"KOREA,REPUBLIC OF",403800,20480800,1184150,59719642
MY,MALAYSIA,116020,8506657,287171,20549871
NL,NETHERLANDS,141800,11989848,170468,14782440
SA,SAUDI ARABIA,123750,4831064,494250,18087070
SG,SINGAPORE,99641,12115429,181026,21999028
ZA,SOUTH AFRICA,0,0,0,185
TW,"TAIWAN, PROVINCE OF CHINA",276,84767,2308,210832
AE,UNITED ARAB EMIRATES,445500,17767136,1806750,72156694
US,UNITED STATES,226186,35530383,422541,63309028
VN,VIETNAM,6000,433140,26150,1817657
SUM,SUM,2263344,173392809,6675039,472097747
