"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2013', 'Quantity')","('Oct 2013', 'CIF (Baht)')","('Jan - Oct 2013', 'Quantity')","('Jan - Oct 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,33783,1980821
AT,AUSTRIA,1535,737367,10250,2494974
BE,BELGIUM,47000,2771498,468828,38966533
BR,BRAZIL,0,0,671,116757
CA,CANADA,53000,2932480,665507,32428970
CN,CHINA,315223,18358917,3169489,145836001
CZ,CZECH REPUBLIC,0,0,40000,10269876
FI,FINLAND,0,0,50,53989
FR,FRANCE,0,0,24975,3746932
DE,GERMANY,17792,3160475,1675775,121803892
HK,HONG KONG,1,4943,587,104967
IN,INDIA,0,0,30,5673
ID,INDONESIA,0,0,11273,3547780
IT,ITALY,1500,215822,2775,1146098
JP,JAPAN,364295,39255797,3746712,397411238
KR,"KOREA,REPUBLIC OF",227300,16774775,4118068,270185300
MY,MALAYSIA,6625,388903,291652,20783378
MX,MEXICO,5207,1700514,5207,1700514
NL,NETHERLANDS,25500,1778242,180150,13686251
NO,NORWAY,0,0,1,1398
PH,PHILIPPINES,0,0,8950,2208397
QA,QATAR,0,0,425250,18640997
SA,SAUDI ARABIA,1386000,66166200,8767100,393357288
SG,SINGAPORE,1166657,64849377,16552272,889731730
ES,SPAIN,60500,3326082,552752,27022292
SE,SWEDEN,0,0,40000,1555844
CH,SWITZERLAND,100,57720,7090,949934
TW,"TAIWAN, PROVINCE OF CHINA",128280,7622536,1759351,96531350
TH,THAILAND,1000,128443,9850,642999
AE,UNITED ARAB EMIRATES,247500,12308492,2513700,115358628
GB,UNITED KINGDOM,0,0,11540,2094780
US,UNITED STATES,708625,68349839,10253459,945993421
VN,VIETNAM,10650,887383,93927,8038651
VG,VIRGIN ISLANDS (BRITISH),0,0,137,141409
SUM,SUM,4774290,311775805,55441161,3568539062
