"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2022', 'Quantity')","('Nov 2022', 'CIF (Baht)')","('Jan - Nov 2022', 'Quantity')","('Jan - Nov 2022', 'CIF (Baht)')"
AU,AUSTRALIA,16250,810766,17202,1238965
AT,AUSTRIA,200,61692,64654,8977544
BE,BELGIUM,0,0,7,1097
BR,BRAZIL,0,0,75,56164
BN,BRUNEI DARUSSALAM,0,0,1,300
CN,CHINA,881364,57866664,18889776,1019266311
DK,DENMARK,0,0,1,1887
EG,EGYPT,1,5761,1,5761
FI,FINLAND,0,0,0,400
FR,FRANCE,0,0,4841,1052026
DE,GERMANY,18015,3302546,235549,33335130
HK,HONG KONG,133,27608,345,105565
IN,INDIA,742325,43423094,1765807,86766476
ID,INDONESIA,13750,2225587,351154,39309894
IT,ITALY,0,462,6050,767994
JP,JAPAN,612857,61315115,7572470,581358866
KR,"KOREA,REPUBLIC OF",1361700,68604463,11360891,619960410
LV,LATVIA,0,0,1000,118306
LT,LITHUANIA,0,0,946,145739
MY,MALAYSIA,24750,921537,895317,77629288
MX,MEXICO,0,0,2080,1436741
NL,NETHERLANDS,49500,5847262,495100,54788920
NZ,NEW ZEALAND,0,0,8100,809020
OM,OMAN,519750,20406810,4829000,197949019
PH,PHILIPPINES,0,0,100,19978
QA,QATAR,25,68804,25,68804
SA,SAUDI ARABIA,1300120,52115508,20543378,900169935
SG,SINGAPORE,345822,17412898,7160385,346915739
SK,SLOVAKIA,0,0,1,737
ZA,SOUTH AFRICA,0,0,24774,1138957
ES,SPAIN,24750,2230910,24750,2230910
CH,SWITZERLAND,0,0,100,38234
TW,"TAIWAN, PROVINCE OF CHINA",35525,4815573,564282,52052551
TH,THAILAND,200,29994,840,123864
TR,TÜRKIYE,30,62920,30,62920
AE,UNITED ARAB EMIRATES,1411050,54347989,12279151,522802051
GB,UNITED KINGDOM,2,1632,40,74305
US,UNITED STATES,2290,493869,73536,18508735
VN,VIETNAM,1168375,46639376,3019035,120002524
SUM,SUM,8528784,443038840,90190794,4689292067
