"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2013', 'Quantity')","('Nov 2013', 'CIF (Baht)')","('Jan - Nov 2013', 'Quantity')","('Jan - Nov 2013', 'CIF (Baht)')"
AU,AUSTRALIA,32000,1192893,162354,6831287
AT,AUSTRIA,0,0,410,67814
BE,BELGIUM,132550,8275166,895360,52834386
BR,BRAZIL,0,0,5500,409351
CA,CANADA,0,0,20956,1497645
CN,CHINA,37800,2417103,479917,25535313
FI,FINLAND,0,0,24750,1596988
FR,FRANCE,0,0,61925,5183085
DE,GERMANY,2660,3895399,305560,85978458
IN,INDIA,4,283,4695,403918
ID,INDONESIA,70000,3497514,781740,38549273
IT,ITALY,0,0,52250,3626386
JP,JAPAN,1589300,99636712,19201351,1115974891
KR,"KOREA,REPUBLIC OF",85680,4450693,400120,20256218
KW,KUWAIT,594000,27918944,6880500,302913747
LU,LUXEMBOURG,0,0,600,144530
MY,MALAYSIA,903500,46432600,5200475,241093559
NL,NETHERLANDS,0,0,700,184375
NZ,NEW ZEALAND,0,0,75,35653
PL,POLAND,0,0,4,1968
QA,QATAR,2559680,127393421,34758799,1638204511
RU,RUSSIAN FEDERATION,0,0,1272,133017
SA,SAUDI ARABIA,3373250,161106798,27433250,1237945209
SG,SINGAPORE,1074610,52788177,15536161,721476406
ES,SPAIN,0,0,375,97299
SE,SWEDEN,0,0,22000,1633724
TW,"TAIWAN, PROVINCE OF CHINA",15000,489697,277565,13118944
TH,THAILAND,0,0,215322,9461112
AE,UNITED ARAB EMIRATES,991250,47669687,8156950,360525580
GB,UNITED KINGDOM,0,0,9999,2072329
US,UNITED STATES,136800,7192681,2383836,116422203
VN,VIETNAM,0,0,200,17392
SUM,SUM,11598084,594357768,123274971,6004226571
