"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'CIF (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'CIF (Baht)')"
AU,AUSTRALIA,495000,20534679,990000,43192894
AT,AUSTRIA,5500,620125,15895,1375530
BE,BELGIUM,53520,3134912,512907,26485575
BR,BRAZIL,0,0,49500,1660797
CN,CHINA,1045520,57076284,4590538,275650630
CZ,CZECH REPUBLIC,0,0,1,1120
FI,FINLAND,0,0,163625,10842932
DE,GERMANY,30873,2551836,168754,11728644
HK,HONG KONG,0,0,10,2880
HU,HUNGARY,0,0,2750,198459
IN,INDIA,313050,13239846,1900880,81742064
ID,INDONESIA,10000,876521,215242,17105249
IL,ISRAEL,20,16138,108040,8537932
IT,ITALY,50,7214,50,7214
JP,JAPAN,637225,42095515,4002887,248464904
KR,"KOREA,REPUBLIC OF",1234900,57497031,10976850,485544424
MY,MALAYSIA,93385,7017933,600613,46377504
NO,NORWAY,0,0,5,1150
OM,OMAN,198000,7368585,2798950,106811517
SA,SAUDI ARABIA,2540000,106088194,18727250,751290537
SG,SINGAPORE,828386,44096967,6943119,331722372
ZA,SOUTH AFRICA,0,0,126329,5767708
ES,SPAIN,25,3607,37950,3140884
TW,"TAIWAN, PROVINCE OF CHINA",153956,7957946,1071760,59129883
TH,THAILAND,20,6640,418670,18576284
AE,UNITED ARAB EMIRATES,148500,6508169,1401000,61792390
GB,UNITED KINGDOM,0,0,100,25407
US,UNITED STATES,332199,15542670,2058074,94760928
VN,VIETNAM,135002,5722193,1449803,60870942
SUM,SUM,8255131,397963005,59331552,2752808754
