"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2015', 'Quantity')","('Oct 2015', 'CIF (Baht)')","('Jan - Oct 2015', 'Quantity')","('Jan - Oct 2015', 'CIF (Baht)')"
CN,CHINA,33000,2900057,559125,53931029
FI,FINLAND,0,0,3750,423933
JP,JAPAN,0,0,1889390,127977083
KR,"KOREA,REPUBLIC OF",523000,34317258,1894600,120635796
MY,MALAYSIA,10000,715498,180000,11102757
SA,SAUDI ARABIA,0,0,49500,2052856
SE,SWEDEN,23000,2071472,252050,20205012
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22550,2153428
AE,UNITED ARAB EMIRATES,101400,5490865,811200,41911351
GB,UNITED KINGDOM,0,0,11000,1098255
US,UNITED STATES,218194,18702243,1361983,93242169
VN,VIETNAM,129800,9141899,633550,44230683
SUM,SUM,1038394,73339292,7668698,518964352
