"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'CIF (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'CIF (Baht)')"
CN,CHINA,18975,1019207,181795,10701405
HK,HONG KONG,0,0,76,48087
ID,INDONESIA,0,0,25,7336
JP,JAPAN,67056,6152636,402916,40138558
KR,"KOREA,REPUBLIC OF",206000,10283041,1280000,61359609
MY,MALAYSIA,0,81,0,81
SG,SINGAPORE,0,0,150000,9476738
TW,"TAIWAN, PROVINCE OF CHINA",0,0,75,21859
US,UNITED STATES,0,0,27370,10840944
SUM,SUM,292031,17454965,2042257,132594617
