"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'CIF (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'CIF (Baht)')"
CN,CHINA,19525,1839185,90324,7529499
IT,ITALY,0,0,37050,7053448
JP,JAPAN,0,0,3,10919
KR,"KOREA,REPUBLIC OF",91358,6515286,347182,25911038
MY,MALAYSIA,0,0,3115,600709
SG,SINGAPORE,800,119953,800,119953
GB,UNITED KINGDOM,0,0,21225,2653048
US,UNITED STATES,3250,855251,13734,2472054
VN,VIETNAM,0,0,1200,314729
SUM,SUM,114933,9329675,514633,46665397
