"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2012', 'Quantity')","('May 2012', 'CIF (Baht)')","('Jan - May 2012', 'Quantity')","('Jan - May 2012', 'CIF (Baht)')"
CN,CHINA,0,0,264000,10417500
IN,INDIA,106500,5436005,106500,5436005
ID,INDONESIA,38950,3842519,212355,16820466
JP,JAPAN,1100,135304,86450,4550235
KR,"KOREA,REPUBLIC OF",84000,4297778,343400,17117931
KW,KUWAIT,222750,9969309,1039500,41572097
MY,MALAYSIA,451500,21242669,4633000,206861864
QA,QATAR,255000,10943518,1581000,61921960
SA,SAUDI ARABIA,1707750,77876777,8282500,336831543
SG,SINGAPORE,80400,4281935,939400,43377805
AE,UNITED ARAB EMIRATES,1120625,51102068,4120250,179176972
US,UNITED STATES,234275,12101319,1323425,62262191
SUM,SUM,4302850,201229201,22931780,986346569
