"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2012', 'Quantity')","('Mar 2012', 'CIF (Baht)')","('Jan - Mar 2012', 'Quantity')","('Jan - Mar 2012', 'CIF (Baht)')"
CN,CHINA,99000,3874788,264000,10417500
ID,INDONESIA,19530,2049271,144280,10223958
JP,JAPAN,83500,4197601,84375,4296290
KR,"KOREA,REPUBLIC OF",42000,2011850,119400,5597793
KW,KUWAIT,247500,9446193,495000,18748141
MY,MALAYSIA,1215500,52699446,3730500,165944509
QA,QATAR,382500,14771504,1045500,39864166
SA,SAUDI ARABIA,1584000,61372772,4867000,186496609
SG,SINGAPORE,313500,14077926,777500,35351260
AE,UNITED ARAB EMIRATES,1479600,62868397,2258475,95087342
US,UNITED STATES,360400,17381567,792150,35960666
SUM,SUM,5827030,244751315,14578180,607988234
