"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2022', 'Quantity')","('Dec 2022', 'CIF (Baht)')","('Jan - Dec 2022', 'Quantity')","('Jan - Dec 2022', 'CIF (Baht)')"
BE,BELGIUM,0,0,11350,1344799
CN,CHINA,86150,6083461,1152695,87584239
JP,JAPAN,57000,5041005,1019300,88231533
KR,"KOREA,REPUBLIC OF",170000,13413819,3940500,312019627
MY,MALAYSIA,0,0,500,25076
AE,UNITED ARAB EMIRATES,0,0,327950,25260625
GB,UNITED KINGDOM,0,0,43050,4061235
US,UNITED STATES,76655,6485911,4374387,326890850
VN,VIETNAM,35550,1957973,267323,16104339
SUM,SUM,425355,32982169,11137055,861522323
