"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'CIF (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'CIF (Baht)')"
BR,BRAZIL,0,0,2040,319519
CN,CHINA,24000,1598572,78701,4760343
FR,FRANCE,0,712,15912,2466797
DE,GERMANY,600,216132,6626,1462452
IN,INDIA,0,0,289101,10619302
IT,ITALY,0,0,525,126271
JP,JAPAN,20577,1233180,396703,21155226
KR,"KOREA,REPUBLIC OF",264373,12165388,1910745,83470248
MY,MALAYSIA,19621,1069283,58816,3011819
NL,NETHERLANDS,0,0,2,21465
RU,RUSSIAN FEDERATION,8250,1402207,8250,1402207
US,UNITED STATES,1218,232645,12452,1868630
SUM,SUM,338639,17918119,2779873,130684279
