"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'CIF (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'CIF (Baht)')"
BE,BELGIUM,4000,693922,37090,4406087
CA,CANADA,8000,1401667,27540,4849289
CN,CHINA,26100,4173213,303800,45742741
FR,FRANCE,173250,12003739,385810,29616988
DE,GERMANY,17155,1891048,24893,4063150
HK,HONG KONG,300,50953,2800,282187
IN,INDIA,9,1906,9,1906
ID,INDONESIA,12500,1289347,57450,6260976
IT,ITALY,0,0,96250,6967288
JP,JAPAN,1546800,116039262,8394188,622465963
KR,"KOREA,REPUBLIC OF",387125,22993085,2327137,138928364
MY,MALAYSIA,21000,1172297,255560,14069378
NL,NETHERLANDS,123750,9292965,512875,38825440
NZ,NEW ZEALAND,0,0,662,255639
SA,SAUDI ARABIA,148500,8043966,1208475,63425869
SG,SINGAPORE,4592600,258780518,27982754,1569505613
ZA,SOUTH AFRICA,0,0,99000,5005968
ES,SPAIN,0,0,5500,681090
TW,"TAIWAN, PROVINCE OF CHINA",264380,15294176,872480,53492235
TH,THAILAND,0,0,2000,154768
AE,UNITED ARAB EMIRATES,148500,7640151,778250,39988849
GB,UNITED KINGDOM,0,0,8000,838141
US,UNITED STATES,13504,1730822,222297,18108442
VN,VIETNAM,0,0,58300,21427364
SUM,SUM,7487473,462493037,43663120,2689363735
