"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2015', 'Quantity')","('Sept 2015', 'CIF (Baht)')","('Jan - Sept 2015', 'Quantity')","('Jan - Sept 2015', 'CIF (Baht)')"
BE,BELGIUM,0,0,24750,1065755
CN,CHINA,1493,217973,49854,3432070
DE,GERMANY,0,0,5510,380557
HK,HONG KONG,0,0,9,3351
IN,INDIA,50,7572,53,8182
ID,INDONESIA,0,0,20,726
IL,ISRAEL,0,0,45000,3764276
IT,ITALY,0,0,48373,3145105
JP,JAPAN,6900,495419,67310,6593780
KR,"KOREA,REPUBLIC OF",725,43814,316840,15447673
MY,MALAYSIA,20000,433615,45085,959597
NL,NETHERLANDS,0,0,48125,3460687
PL,POLAND,0,0,460,159295
QA,QATAR,0,0,357000,15170960
SA,SAUDI ARABIA,0,0,24750,1143453
ES,SPAIN,0,0,100,394
TW,"TAIWAN, PROVINCE OF CHINA",0,0,12500,1508405
AE,UNITED ARAB EMIRATES,0,0,200,9401
GB,UNITED KINGDOM,0,0,50,39379
US,UNITED STATES,0,0,45681,13130353
SUM,SUM,29168,1198393,1091670,69423399
