"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2021', 'Quantity')","('Jul 2021', 'CIF (Baht)')","('Jan - Jul 2021', 'Quantity')","('Jan - Jul 2021', 'CIF (Baht)')"
BR,BRAZIL,0,0,2040,319519
CN,CHINA,1000,83255,54701,3161771
FR,FRANCE,1410,373087,15912,2466085
DE,GERMANY,700,123619,6026,1246320
IN,INDIA,14000,721578,289101,10619302
IT,ITALY,0,0,525,126271
JP,JAPAN,18612,1430761,376126,19922046
KR,"KOREA,REPUBLIC OF",79950,2942113,1646372,71304860
MY,MALAYSIA,1,11279,39195,1942536
NL,NETHERLANDS,0,0,2,21465
US,UNITED STATES,630,81033,11234,1635985
SUM,SUM,116303,5766725,2441234,112766160
