"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2022', 'Quantity')","('Apr 2022', 'CIF (Baht)')","('Jan - Apr 2022', 'Quantity')","('Jan - Apr 2022', 'CIF (Baht)')"
AU,AUSTRALIA,1000,80914,19385,1574358
BE,BELGIUM,27800,1874693,64950,5053001
BR,BRAZIL,371350,28481185,2055251,154364995
CA,CANADA,0,0,99000,4378503
CN,CHINA,103429,6447589,233564,19312351
FI,FINLAND,49500,4083474,99000,8033064
FR,FRANCE,0,0,19250,1983938
DE,GERMANY,355172,32990289,1543599,127028139
HK,HONG KONG,0,0,9,190816
IN,INDIA,0,0,8,1389
ID,INDONESIA,4541,254569,19580,5771338
IL,ISRAEL,0,0,9600,1101525
IT,ITALY,5600,2153109,27121,10260431
JP,JAPAN,137860,13636137,844243,72915765
KR,"KOREA,REPUBLIC OF",214000,12270781,991415,54682372
KW,KUWAIT,445500,20250702,3143250,135335775
LU,LUXEMBOURG,3750,624303,18750,3716046
MY,MALAYSIA,4360342,249489308,19650610,1061285200
NL,NETHERLANDS,463110,39088620,1279020,108721675
NO,NORWAY,0,0,243160,21461572
OM,OMAN,148500,6008179,445500,18264222
QA,QATAR,841500,45233252,4666500,234181930
SA,SAUDI ARABIA,3669850,189510142,12220690,609950770
SG,SINGAPORE,1798750,108850464,8031525,460504715
CH,SWITZERLAND,0,0,1,2325
TW,"TAIWAN, PROVINCE OF CHINA",35023,2409615,78216,6664280
TH,THAILAND,51000,2364940,51030,2376064
AE,UNITED ARAB EMIRATES,198000,10073400,1584000,75765548
GB,UNITED KINGDOM,8,32034,24,125112
US,UNITED STATES,171591,9673562,699860,44655924
VN,VIETNAM,0,0,53000,4173876
SUM,SUM,13457176,785881261,58191111,3253837019
