"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'CIF (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2750,207213
BE,BELGIUM,0,0,77,43197
CA,CANADA,24750,1259670,96250,4706655
JP,JAPAN,0,0,347,134271
KR,"KOREA,REPUBLIC OF",0,0,44002,2112816
NL,NETHERLANDS,0,0,25,8055
QA,QATAR,0,0,76500,3176243
SA,SAUDI ARABIA,24750,1131321,410500,18044259
SG,SINGAPORE,0,0,24750,1187779
SK,SLOVAKIA,0,0,5,3733
AE,UNITED ARAB EMIRATES,0,0,200,39639
US,UNITED STATES,11000,556439,269350,14495616
SUM,SUM,60500,2947430,924756,44159476
