"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2023', 'Quantity')","('Mar 2023', 'CIF (Baht)')","('Jan - Mar 2023', 'Quantity')","('Jan - Mar 2023', 'CIF (Baht)')"
AT,AUSTRIA,324,496683,524,810975
BE,BELGIUM,27200,1877366,29240,2020159
BR,BRAZIL,191,77476,573,232602
CA,CANADA,2,28640,5,30317
CN,CHINA,130087,11696239,809655,59006862
CZ,CZECH REPUBLIC,0,0,0,68
FR,FRANCE,20000,2005725,43142,3721471
DE,GERMANY,69401,10026941,92147,12823704
HK,HONG KONG,250,61632,3075,839948
IN,INDIA,3362,153850,3363,153925
ID,INDONESIA,6505,1052900,6536,1061729
JP,JAPAN,147858,27281099,515302,93309329
KR,"KOREA,REPUBLIC OF",307951,21083009,985883,58157865
MY,MALAYSIA,178485,9654187,452792,28968256
MX,MEXICO,0,0,52,38808
NL,NETHERLANDS,181900,17786984,424355,40892779
SA,SAUDI ARABIA,306000,11801532,306000,11801532
SG,SINGAPORE,40440,5114352,100021,15137852
TW,"TAIWAN, PROVINCE OF CHINA",1603,1275246,1604,1276214
TH,THAILAND,1,2081,482,24557
AE,UNITED ARAB EMIRATES,445500,17928240,1188002,44314115
GB,UNITED KINGDOM,0,0,5,3382
US,UNITED STATES,44009,7634197,137109,29604759
VN,VIETNAM,4000,375473,12000,1136018
SUM,SUM,1915069,147413852,5111867,405367226
