"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2019', 'Quantity')","('Aug 2019', 'CIF (Baht)')","('Jan - Aug 2019', 'Quantity')","('Jan - Aug 2019', 'CIF (Baht)')"
BE,BELGIUM,12000,1268379,120000,12824419
CN,CHINA,0,0,475,43842
DE,GERMANY,0,0,0,64
JP,JAPAN,19300,1465716,83334,5472291
KR,"KOREA,REPUBLIC OF",0,0,73200,5513834
LA,LAO PDR,0,0,11,9800
SA,SAUDI ARABIA,0,0,550,21560
SG,SINGAPORE,0,0,3792000,136347621
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22060,1030909
AE,UNITED ARAB EMIRATES,98900,3753800,664650,26775060
GB,UNITED KINGDOM,0,0,3475,442385
US,UNITED STATES,388134,24199702,1227728,83951702
SUM,SUM,518334,30687597,5987483,272433487
