"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2019', 'Quantity')","('Mar 2019', 'CIF (Baht)')","('Jan - Mar 2019', 'Quantity')","('Jan - Mar 2019', 'CIF (Baht)')"
CN,CHINA,5,5955,5,5955
FR,FRANCE,14426,948421,15876,1159734
DE,GERMANY,525,92997,525,92997
IN,INDIA,50,14225,50,14225
JP,JAPAN,128676,5366559,292226,13316915
KR,"KOREA,REPUBLIC OF",129600,6664966,318090,15908475
MY,MALAYSIA,0,0,1000,264729
RU,RUSSIAN FEDERATION,0,0,8250,1352638
US,UNITED STATES,0,0,363,44425
SUM,SUM,273282,13093123,636385,32160093
