"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'CIF (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,11000,781871
AT,AUSTRIA,1375,102233,116875,8053038
BE,BELGIUM,0,0,52800,5372556
CN,CHINA,162000,9326492,831000,51165200
FI,FINLAND,0,0,16000,1799119
DE,GERMANY,0,0,11000,1085546
IN,INDIA,0,0,24000,1507013
JP,JAPAN,252000,20235861,1686000,140496231
KR,"KOREA,REPUBLIC OF",599900,38352274,3826925,252371735
MY,MALAYSIA,60000,4172843,595000,39026806
NL,NETHERLANDS,0,0,33000,2416215
PH,PHILIPPINES,0,0,500,82513
SA,SAUDI ARABIA,0,0,24750,1055526
SG,SINGAPORE,0,0,2900,241978
SE,SWEDEN,70750,5638710,1120050,95115081
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11000,934846
AE,UNITED ARAB EMIRATES,136500,6607711,1120950,53949511
GB,UNITED KINGDOM,0,0,157,15721
US,UNITED STATES,53553,6428080,1041954,82729101
VN,VIETNAM,35550,2378876,519725,33069448
SUM,SUM,1371628,93243080,11045586,771269055
