"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2015', 'Quantity')","('Jul 2015', 'CIF (Baht)')","('Jan - Jul 2015', 'Quantity')","('Jan - Jul 2015', 'CIF (Baht)')"
CN,CHINA,0,0,412025,39262897
FI,FINLAND,0,0,3750,423933
JP,JAPAN,488000,33303528,1517390,96853791
KR,"KOREA,REPUBLIC OF",64000,3936530,784600,48373239
MY,MALAYSIA,10000,676380,140000,8381168
SA,SAUDI ARABIA,0,0,49500,2052856
SE,SWEDEN,11900,1307949,218050,17362234
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22550,2153428
AE,UNITED ARAB EMIRATES,101400,5388121,527800,26671124
GB,UNITED KINGDOM,0,0,11000,1098255
US,UNITED STATES,48079,3844457,610250,39141030
VN,VIETNAM,95375,6638049,379375,26294662
SUM,SUM,818754,55095014,4676290,308068617
