"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2013', 'Quantity')","('Mar 2013', 'CIF (Baht)')","('Jan - Mar 2013', 'Quantity')","('Jan - Mar 2013', 'CIF (Baht)')"
AU,AUSTRALIA,13975,644019,88175,4070496
AT,AUSTRIA,40,37233,390,640236
BE,BELGIUM,502,78148,15762,1743818
CN,CHINA,199969,6273708,368872,14770009
FR,FRANCE,2600,459635,8800,1469084
DE,GERMANY,55513,9735776,59218,10391778
HK,HONG KONG,0,0,0,6800
IN,INDIA,11,2656,5999,306058
ID,INDONESIA,32504,2435217,77768,6027130
IE,IRELAND,0,0,100,33009
IT,ITALY,2142,154305,5162,542524
JP,JAPAN,229186,42500438,696806,131997000
KR,"KOREA,REPUBLIC OF",276318,17020453,847373,55134093
MY,MALAYSIA,95250,8683051,415713,37616633
NL,NETHERLANDS,162800,17774759,382828,40284293
PG,PAPUA NEW GUINEA,0,0,32,16384
SA,SAUDI ARABIA,0,0,841500,37274777
SG,SINGAPORE,59200,5309013,274675,25655612
CH,SWITZERLAND,1000,693764,1000,693764
TW,"TAIWAN, PROVINCE OF CHINA",159261,10888148,240727,18935648
GB,UNITED KINGDOM,48164,5239509,144328,16210568
US,UNITED STATES,51234,6531177,185672,27087328
VN,VIETNAM,0,0,38,20536
SUM,SUM,1389669,134461009,4660938,430927578
