"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2020', 'Quantity')","('Sept 2020', 'CIF (Baht)')","('Jan - Sept 2020', 'Quantity')","('Jan - Sept 2020', 'CIF (Baht)')"
CA,CANADA,0,0,12540,529097
CN,CHINA,550,43477,119171,4193780
DE,GERMANY,33,14840,6033,1189141
ID,INDONESIA,25,7115,50,14135
JP,JAPAN,8000,535695,88002,7902413
KR,"KOREA,REPUBLIC OF",4000,425403,38252,2427386
MY,MALAYSIA,0,0,192000,6530777
NL,NETHERLANDS,11100,483767,228350,9588655
QA,QATAR,0,0,25500,682755
SA,SAUDI ARABIA,123750,3414734,1356750,38863771
SG,SINGAPORE,1066675,47126556,8233855,367267049
ES,SPAIN,5000,567742,269000,17893439
TW,"TAIWAN, PROVINCE OF CHINA",50,13824,50,13824
AE,UNITED ARAB EMIRATES,319000,9194749,6257625,166520046
US,UNITED STATES,1393000,42832324,14600881,481935976
SUM,SUM,2931183,104660226,31428059,1105552244
