"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'CIF (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,0,12000
BR,BRAZIL,296,131493,3291,898322
CN,CHINA,1000,124741,14705,1390454
FR,FRANCE,18552,2083576,159717,12759656
DE,GERMANY,4800,1431048,21200,5635890
HK,HONG KONG,0,0,0,1600
JP,JAPAN,22075,3361615,104570,14535808
KR,"KOREA,REPUBLIC OF",176130,10251164,1390505,79433990
MY,MALAYSIA,0,0,225,81357
RU,RUSSIAN FEDERATION,0,0,6344,1310139
SG,SINGAPORE,0,0,888,88383
TW,"TAIWAN, PROVINCE OF CHINA",3000,266736,12915,1133536
GB,UNITED KINGDOM,0,0,5040,583251
US,UNITED STATES,0,0,26750,1938086
SUM,SUM,225853,17650373,1746150,119802472
