"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2020', 'Quantity')","('Sept 2020', 'CIF (Baht)')","('Jan - Sept 2020', 'Quantity')","('Jan - Sept 2020', 'CIF (Baht)')"
BD,BANGLADESH,11,1088,11,1088
BE,BELGIUM,0,0,74250,2564371
BR,BRAZIL,0,0,2750,252303
CN,CHINA,7000,292782,30708,1356566
CZ,CZECH REPUBLIC,0,0,50,22373
FR,FRANCE,0,0,1,610
DE,GERMANY,0,0,21,8800
HK,HONG KONG,0,0,21,5899
IN,INDIA,0,0,21001,1851306
JP,JAPAN,0,0,161027,9595239
KR,"KOREA,REPUBLIC OF",5440,444323,30229,1664499
MY,MALAYSIA,0,0,24271,1059236
NL,NETHERLANDS,10000,523088,19705,1046585
QA,QATAR,0,0,637500,16938409
SA,SAUDI ARABIA,198000,5257325,2657250,72577428
ES,SPAIN,0,0,120,67684
TW,"TAIWAN, PROVINCE OF CHINA",12000,1588170,24030,3230901
AE,UNITED ARAB EMIRATES,0,0,535500,18624398
US,UNITED STATES,200,43960,135482,4127219
VN,VIETNAM,25000,986192,118275,4488282
SUM,SUM,257651,9136928,4472202,139483196
