"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2022', 'Quantity')","('Oct 2022', 'CIF (Baht)')","('Jan - Oct 2022', 'Quantity')","('Jan - Oct 2022', 'CIF (Baht)')"
BE,BELGIUM,0,0,11350,1344799
CN,CHINA,116700,7516387,921650,70618348
JP,JAPAN,13000,1031037,795300,67707468
KR,"KOREA,REPUBLIC OF",361500,31085254,3431500,268544630
MY,MALAYSIA,0,0,500,25076
AE,UNITED ARAB EMIRATES,0,0,327950,25260625
GB,UNITED KINGDOM,0,0,43050,4061235
US,UNITED STATES,144466,12479481,4217676,313515994
VN,VIETNAM,17775,1098639,142898,8940923
SUM,SUM,653441,53210798,9891874,760019098
