"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'CIF (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'CIF (Baht)')"
CN,CHINA,61600,5000854,355403,23690342
FR,FRANCE,0,0,4,2903
IN,INDIA,0,0,54,14688
ID,INDONESIA,0,0,107,45731
IT,ITALY,0,0,12402,2340083
JP,JAPAN,0,0,69,31069
KR,"KOREA,REPUBLIC OF",0,0,26000,2897236
TW,"TAIWAN, PROVINCE OF CHINA",0,0,107,32388
US,UNITED STATES,0,0,220,34217
VN,VIETNAM,0,0,12,214
SUM,SUM,61600,5000854,394378,29088871
