"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2012', 'Quantity')","('Apr 2012', 'CIF (Baht)')","('Jan - Apr 2012', 'Quantity')","('Jan - Apr 2012', 'CIF (Baht)')"
AT,AUSTRIA,0,0,1375,114731
BE,BELGIUM,204875,13088162,1220680,71751083
CA,CANADA,20956,1583244,20956,1583244
CN,CHINA,1419375,64622844,1565325,72412078
FR,FRANCE,0,0,36250,3052641
DE,GERMANY,1000,157311,419300,31286068
IN,INDIA,54500,2674741,460500,20081421
ID,INDONESIA,132000,6562341,427250,19680081
JP,JAPAN,1736706,97707395,5891625,362535245
KR,"KOREA,REPUBLIC OF",190000,8507081,241680,10954697
KW,KUWAIT,321750,13939876,1138500,47512804
MY,MALAYSIA,730000,35813973,1740000,83252397
MX,MEXICO,0,0,220,42813
NL,NETHERLANDS,25350,1816720,27950,2606230
QA,QATAR,2908568,141524886,10787384,488817642
SA,SAUDI ARABIA,1658250,74599824,7400250,320114758
SG,SINGAPORE,2246710,107926122,10289590,468873952
SE,SWEDEN,0,0,11000,849859
CH,SWITZERLAND,0,0,16730,922577
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1600,207585
TH,THAILAND,22000,942572,22000,942572
AE,UNITED ARAB EMIRATES,2121970,93999121,9789690,412557250
US,UNITED STATES,3000,481707,68600,4188408
SUM,SUM,13797010,665947920,51578455,2424340136
