"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2016', 'Quantity')","('Mar 2016', 'CIF (Baht)')","('Jan - Mar 2016', 'Quantity')","('Jan - Mar 2016', 'CIF (Baht)')"
CN,CHINA,40000,2890736,81000,5886614
DE,GERMANY,0,0,500,155829
IT,ITALY,13750,2187737,127875,26610121
JP,JAPAN,40000,4345886,100000,10665988
KR,"KOREA,REPUBLIC OF",0,0,39800,2989817
MY,MALAYSIA,0,0,2000,166132
SG,SINGAPORE,25500,1688747,87000,4469593
TW,"TAIWAN, PROVINCE OF CHINA",0,0,5000,741014
AE,UNITED ARAB EMIRATES,0,0,13000,613127
US,UNITED STATES,20559,1232671,23280,1649101
VN,VIETNAM,0,0,16500,960665
SUM,SUM,139809,12345777,495955,54908001
