"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'CIF (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,11000,677596
AT,AUSTRIA,136,24532,31336,3602283
BE,BELGIUM,105900,11224004,540256,52889908
CA,CANADA,750,214589,35975,9139750
CN,CHINA,616328,28160932,8663023,382068924
DK,DENMARK,0,0,0,2609
EG,EGYPT,0,0,115,9202
FR,FRANCE,1400,260866,14000,1831852
DE,GERMANY,750,114972,233291,21208170
HK,HONG KONG,0,0,150,34350
IN,INDIA,4000,741972,44318,5234045
ID,INDONESIA,0,0,1555,309670
IT,ITALY,14,2245,30124,7129575
JP,JAPAN,389824,46240978,3852439,452204505
KR,"KOREA,REPUBLIC OF",696125,41360158,4203176,245768872
KW,KUWAIT,0,0,200,109520
LU,LUXEMBOURG,0,0,38,54423
MY,MALAYSIA,55050,3077772,1112814,56111137
NL,NETHERLANDS,0,0,20036,2835986
NZ,NEW ZEALAND,760,331856,760,331856
QA,QATAR,0,0,510000,19603485
SA,SAUDI ARABIA,85500,3397765,815875,34168535
SG,SINGAPORE,2040625,93436699,22570814,1030630572
ES,SPAIN,8800,750875,143200,11877710
SE,SWEDEN,0,0,105,43236
CH,SWITZERLAND,0,0,25,45998
TW,"TAIWAN, PROVINCE OF CHINA",5330,1029074,208627,18417482
TH,THAILAND,25480,683645,122729,5053862
AE,UNITED ARAB EMIRATES,311400,13041801,3595110,151082636
GB,UNITED KINGDOM,0,0,79741,7589349
US,UNITED STATES,555999,63488744,4101719,477931568
VN,VIETNAM,0,0,174322,9054390
SUM,SUM,4904171,307583479,51116873,3007053056
