"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2017', 'Quantity')","('May 2017', 'CIF (Baht)')","('Jan - May 2017', 'Quantity')","('Jan - May 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,45268,2537745
AT,AUSTRIA,0,0,3715,571836
BE,BELGIUM,0,0,593850,27879601
CA,CANADA,0,0,189,111271
CN,CHINA,2369683,110269247,9942607,481405808
EG,EGYPT,0,0,50,18964
FI,FINLAND,23375,1363927,93500,5434622
FR,FRANCE,0,0,32250,1130923
DE,GERMANY,9000,2371881,53212,12495942
HK,HONG KONG,100,10000,100,10000
HU,HUNGARY,0,0,50,20767
IN,INDIA,673534,23676601,1758703,62531543
ID,INDONESIA,28753,2103175,113820,11560004
IL,ISRAEL,24000,1773208,96000,6846036
IT,ITALY,5,6267,14231,1866237
JP,JAPAN,896387,57490316,4333021,280159676
KE,KENYA,70000,3554662,70000,3554662
KR,"KOREA,REPUBLIC OF",2125119,100797887,9859757,480134111
MY,MALAYSIA,180843,15156431,491241,56797406
MX,MEXICO,317,219571,317,219571
NL,NETHERLANDS,148575,13795513,308075,29528804
NZ,NEW ZEALAND,200,195521,1097,1188518
RU,RUSSIAN FEDERATION,0,0,180,91460
SA,SAUDI ARABIA,4553500,180797875,24201180,942897385
SG,SINGAPORE,1693943,86014725,6630096,333760450
SK,SLOVAKIA,0,0,9700,566710
ZA,SOUTH AFRICA,0,0,222750,8606903
ES,SPAIN,0,0,22000,2027658
CH,SWITZERLAND,20,6165,20,6165
TW,"TAIWAN, PROVINCE OF CHINA",15029,1692170,269300,16216166
TH,THAILAND,20000,1008130,73500,3888057
TR,TÜRKIYE,0,0,10,22684
UA,UKRAINE,0,0,47050,1961097
AE,UNITED ARAB EMIRATES,324500,13029436,1613675,65439625
GB,UNITED KINGDOM,300,36885,300,36885
US,UNITED STATES,76433,8101278,521958,34562784
VN,VIETNAM,524699,22308070,1060261,45575911
SUM,SUM,13758315,645778941,62483033,2921663987
