"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2012', 'Quantity')","('Jun 2012', 'CIF (Baht)')","('Jan - Jun 2012', 'Quantity')","('Jan - Jun 2012', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2,12350
BE,BELGIUM,22000,1755331,214550,15052709
CA,CANADA,17200,1644786,51200,4870176
CN,CHINA,46422,2556139,229128,12786086
DE,GERMANY,42000,3942211,130709,12126873
HK,HONG KONG,240,24238,240,24238
IN,INDIA,0,0,3,4134
ID,INDONESIA,0,0,25177,2186765
IT,ITALY,320,35456,19933,2700565
JP,JAPAN,74013,8220916,642725,55487936
KR,"KOREA,REPUBLIC OF",118700,7692309,1630817,100528229
MY,MALAYSIA,163800,7705959,1294262,55586407
PH,PHILIPPINES,0,0,1000,164915
SG,SINGAPORE,25000,1037538,237780,11823888
ZA,SOUTH AFRICA,0,0,49,11837
SE,SWEDEN,350,15906,1499,80234
CH,SWITZERLAND,10000,1153299,20000,2317699
TW,"TAIWAN, PROVINCE OF CHINA",103015,7201511,507115,34295619
GB,UNITED KINGDOM,0,0,6300,1139968
US,UNITED STATES,125813,14806659,662624,75198646
VN,VIETNAM,104300,1442353,325098,5786738
SUM,SUM,853173,59234611,6000211,392186012
