"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2015', 'Quantity')","('Nov 2015', 'CIF (Baht)')","('Jan - Nov 2015', 'Quantity')","('Jan - Nov 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,3899,820280
AT,AUSTRIA,0,0,37125,2371821
BE,BELGIUM,110000,10049600,938945,74113077
BR,BRAZIL,0,0,99050,4810518
CA,CANADA,97200,3862625,174960,6493337
CN,CHINA,22800,2337450,426445,30471423
CO,COLOMBIA,0,0,26,17637
CZ,CZECH REPUBLIC,150,29456,200,38734
EG,EGYPT,0,0,449,40683
FI,FINLAND,99000,5225049,764250,40108539
FR,FRANCE,0,1083,2750,459171
DE,GERMANY,164808,10798632,2311491,155203922
HK,HONG KONG,0,0,24750,942978
IN,INDIA,0,0,1,165
ID,INDONESIA,0,0,18320,7350681
IL,ISRAEL,20,709,20,709
IT,ITALY,0,0,12870,463835
JP,JAPAN,371088,24458936,4425771,295267188
KR,"KOREA,REPUBLIC OF",294000,18281761,2989393,178174362
KW,KUWAIT,148500,6129554,3663000,157559651
LA,LAO PDR,15,2477,15,2477
MY,MALAYSIA,3433659,150976488,24816714,1138570418
MX,MEXICO,0,0,51,35778
NL,NETHERLANDS,281780,16703190,2881085,167147544
PH,PHILIPPINES,0,0,866,97795
QA,QATAR,714000,29263897,6018000,260437622
SA,SAUDI ARABIA,2013750,85878485,25752198,1126261466
SG,SINGAPORE,2075700,98271371,25149202,1212663273
ES,SPAIN,0,0,164000,16173013
LK,SRI LANKA,0,0,29,5312
SE,SWEDEN,0,0,9625,630146
CH,SWITZERLAND,0,0,38250,7774107
TW,"TAIWAN, PROVINCE OF CHINA",0,0,30700,2432454
TH,THAILAND,0,0,1825,122983
AE,UNITED ARAB EMIRATES,49500,1931950,1527372,63572588
GB,UNITED KINGDOM,600,169600,29799,1395880
US,UNITED STATES,84578,6487949,1464310,120703954
VN,VIETNAM,300,78768,34055,3851774
SUM,SUM,9961448,470939030,103811811,5076587295
