"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'CIF (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2,1751
CN,CHINA,73000,7303048,272412,37499285
DE,GERMANY,0,0,550,120648
HK,HONG KONG,53,10534,53,10534
JP,JAPAN,0,0,9208,1532108
KR,"KOREA,REPUBLIC OF",0,0,639,181714
NL,NETHERLANDS,0,0,200,44695
SG,SINGAPORE,0,0,4000,1415767
GB,UNITED KINGDOM,0,0,1406,1174355
SUM,SUM,73053,7313582,288470,41980857
