"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'CIF (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'CIF (Baht)')"
CA,CANADA,0,0,9,32437
CN,CHINA,18100,131852,23116,475599
DE,GERMANY,0,0,24,22270
IN,INDIA,0,0,208001,8871034
JP,JAPAN,19400,1202363,102741,8659316
KR,"KOREA,REPUBLIC OF",0,0,14000,597783
MY,MALAYSIA,0,0,1300,491231
NL,NETHERLANDS,0,0,0,5110
NO,NORWAY,0,0,350,20708
SA,SAUDI ARABIA,60500,2407318,552750,21498453
TW,"TAIWAN, PROVINCE OF CHINA",18000,1299315,36620,2682325
GB,UNITED KINGDOM,0,0,1,12962
US,UNITED STATES,0,0,72013,5706898
SUM,SUM,116000,5040848,1010925,49076126
