"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2020', 'Quantity')","('Dec 2020', 'CIF (Baht)')","('Jan - Dec 2020', 'Quantity')","('Jan - Dec 2020', 'CIF (Baht)')"
BD,BANGLADESH,0,0,11,1088
BE,BELGIUM,0,0,74250,2564371
BR,BRAZIL,0,0,4125,382287
CN,CHINA,200,12758,39944,1782512
CZ,CZECH REPUBLIC,0,0,50,22373
FR,FRANCE,0,0,1,610
DE,GERMANY,0,0,21,8800
HK,HONG KONG,0,0,21,5899
IN,INDIA,0,0,21001,1851306
JP,JAPAN,22300,1484894,204331,12409309
KR,"KOREA,REPUBLIC OF",3400,268644,41279,2548494
MY,MALAYSIA,0,0,24321,1111041
NL,NETHERLANDS,0,0,19705,1046585
QA,QATAR,0,0,689500,18656250
SA,SAUDI ARABIA,346500,9913700,3248100,89675668
ES,SPAIN,0,0,120,67684
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24030,3230901
TH,THAILAND,200,98190,200,98190
AE,UNITED ARAB EMIRATES,0,0,535500,18624398
GB,UNITED KINGDOM,0,757,0,757
US,UNITED STATES,0,0,135482,4127219
VN,VIETNAM,0,0,118275,4488282
SUM,SUM,372600,11778943,5180267,162704024
