"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2016', 'Quantity')","('Jul 2016', 'CIF (Baht)')","('Jan - Jul 2016', 'Quantity')","('Jan - Jul 2016', 'CIF (Baht)')"
AT,AUSTRIA,0,0,5500,476887
CN,CHINA,5350,562953,114300,11186590
HK,HONG KONG,0,0,590,28372
JP,JAPAN,208800,15779608,1381200,88941579
KR,"KOREA,REPUBLIC OF",30480,3959452,257140,17934139
MY,MALAYSIA,0,0,10000,655586
SE,SWEDEN,0,0,24750,1388856
TW,"TAIWAN, PROVINCE OF CHINA",11000,1070729,33000,3236035
AE,UNITED ARAB EMIRATES,39000,1860592,247000,11770565
US,UNITED STATES,266069,16183974,1006883,62822460
VN,VIETNAM,27000,1739359,255450,17093783
SUM,SUM,587699,41156667,3335813,215534852
