"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'CIF (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1008,52978
BE,BELGIUM,0,0,250,102225
CN,CHINA,0,0,10000,635105
DE,GERMANY,0,0,5950,598164
ID,INDONESIA,22600,1844303,112575,9021508
IL,ISRAEL,0,0,3640,600408
JP,JAPAN,28000,1316449,63523,2922985
KW,KUWAIT,123750,5338235,1089000,45664544
MY,MALAYSIA,858000,39111190,7081500,312065701
QA,QATAR,280500,11905320,1326000,54832182
SA,SAUDI ARABIA,3217500,142456157,17974250,778301657
SG,SINGAPORE,400500,18938941,1932725,91198720
ES,SPAIN,0,0,11000,1036520
AE,UNITED ARAB EMIRATES,753500,35115081,4676650,206281167
US,UNITED STATES,16551,4054535,911200,58126838
SUM,SUM,5700901,260080211,35199271,1561440702
