"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'CIF (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'CIF (Baht)')"
CN,CHINA,6953,626399,115940,9307523
IT,ITALY,0,0,450,45005
JP,JAPAN,0,0,33,84025
KR,"KOREA,REPUBLIC OF",188218,10238415,1083868,63608539
MY,MALAYSIA,100,8286,35100,2659856
QA,QATAR,0,0,34000,969360
SG,SINGAPORE,0,0,27975,6528239
TW,"TAIWAN, PROVINCE OF CHINA",0,0,27,7946
US,UNITED STATES,0,0,71123,7975814
VN,VIETNAM,0,0,1560,107696
SUM,SUM,195271,10873100,1370076,91294003
