"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'CIF (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'CIF (Baht)')"
AU,AUSTRALIA,12000,972347,72881,5913875
AT,AUSTRIA,0,0,225,21667
BE,BELGIUM,123625,6558169,549501,29084673
BR,BRAZIL,0,0,180,37834
CN,CHINA,789445,47696585,4305447,263091043
FI,FINLAND,23375,1497369,99000,6267868
FR,FRANCE,0,0,218412,12003442
DE,GERMANY,15513,2900955,79402,17872356
HU,HUNGARY,36,17129,36,17129
IN,INDIA,25500,783495,49372,1935878
ID,INDONESIA,32510,3853860,132504,15567220
IL,ISRAEL,15600,1419670,15606,1419867
IT,ITALY,1000,88923,198945,13366617
JP,JAPAN,1497294,95866919,7487329,504244145
KP,KOREA DPR,0,0,78200,4231464
KR,"KOREA,REPUBLIC OF",1400820,80161340,10138053,543548436
KW,KUWAIT,0,0,24750,1122962
MY,MALAYSIA,51750,7884498,617131,66290260
MA,MOROCCO,0,0,130,70395
NL,NETHERLANDS,109500,7938951,455900,33782716
NZ,NEW ZEALAND,120,149119,120,149119
PH,PHILIPPINES,0,0,5,1191
RU,RUSSIAN FEDERATION,0,0,198000,8259404
SA,SAUDI ARABIA,3631890,159199734,20781705,803424563
SG,SINGAPORE,1135985,71082010,7893058,446368598
SK,SLOVAKIA,10500,575192,15750,940742
ZA,SOUTH AFRICA,0,0,99000,4090663
ES,SPAIN,0,0,49500,2223686
CH,SWITZERLAND,0,0,2,740
TW,"TAIWAN, PROVINCE OF CHINA",98312,5296952,1202580,48790887
TH,THAILAND,11125,609679,607885,28376418
AE,UNITED ARAB EMIRATES,74300,3410674,1424025,54163382
GB,UNITED KINGDOM,3,2117,20153,2494957
US,UNITED STATES,141358,6850214,1773728,93169330
VN,VIETNAM,2593,410768,43713,5213369
SUM,SUM,9204154,505226669,58632228,3017556896
