"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2013', 'Quantity')","('May 2013', 'CIF (Baht)')","('Jan - May 2013', 'Quantity')","('Jan - May 2013', 'CIF (Baht)')"
AU,AUSTRALIA,70000,3360463,172575,8141772
AT,AUSTRIA,190,231619,580,871855
BE,BELGIUM,500,70851,16362,1876610
CA,CANADA,13440,1920494,13440,1920494
CN,CHINA,212710,7375628,715996,27635883
FR,FRANCE,76980,4784856,104960,7491301
DE,GERMANY,128613,18670180,238566,37065169
HK,HONG KONG,0,0,0,6800
IN,INDIA,0,0,5999,306058
ID,INDONESIA,32500,2242716,132778,9643311
IE,IRELAND,0,0,100,33009
IL,ISRAEL,0,0,1200,183867
IT,ITALY,170,18522,13332,1180709
JP,JAPAN,178138,32192760,1078647,201636721
KR,"KOREA,REPUBLIC OF",207510,12690329,1331138,85933339
MY,MALAYSIA,126240,11566557,643653,57873143
NL,NETHERLANDS,100000,9612698,572828,58606150
PG,PAPUA NEW GUINEA,0,0,32,16384
PH,PHILIPPINES,50,64855,50,64855
SA,SAUDI ARABIA,247500,10776068,1262250,56116826
SG,SINGAPORE,9600,1609725,463795,44469825
ES,SPAIN,0,0,24750,1931663
CH,SWITZERLAND,0,0,1000,693764
TW,"TAIWAN, PROVINCE OF CHINA",146008,7561642,477143,32613051
GB,UNITED KINGDOM,160000,13777492,312492,31435165
US,UNITED STATES,55468,7469925,289134,42483062
VN,VIETNAM,55,46511,135,83435
SUM,SUM,1765672,146043891,7872935,710314221
