"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2018', 'Quantity')","('Oct 2018', 'CIF (Baht)')","('Jan - Oct 2018', 'Quantity')","('Jan - Oct 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,400,125200
BE,BELGIUM,0,0,30875,2705186
CN,CHINA,0,0,256000,16339977
FI,FINLAND,25,2833,50,5678
IT,ITALY,0,0,22275,3880460
JP,JAPAN,0,0,5006,1439531
KR,"KOREA,REPUBLIC OF",194920,12282251,1269304,84794170
MY,MALAYSIA,25000,1659258,243200,14237283
NZ,NEW ZEALAND,0,0,1871,1021525
SA,SAUDI ARABIA,0,0,22000,1035847
SG,SINGAPORE,0,0,50,8607
ES,SPAIN,0,0,10800,2795155
SE,SWEDEN,0,0,90000,6948702
AE,UNITED ARAB EMIRATES,0,0,908500,45357510
US,UNITED STATES,0,0,1000070,66454837
VN,VIETNAM,0,0,13600,799721
SUM,SUM,219945,13944342,3874001,247949389
