"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,11000,787885
AT,AUSTRIA,0,0,88678,6273463
BE,BELGIUM,0,0,84000,7460400
CN,CHINA,108000,7837821,447095,32018632
FI,FINLAND,0,0,10000,1172150
IN,INDIA,0,0,264000,17607190
IT,ITALY,0,0,12375,3070759
JP,JAPAN,152450,13026837,744650,60965243
KR,"KOREA,REPUBLIC OF",473000,34232401,2432050,171548003
MY,MALAYSIA,0,0,105000,7011248
PT,PORTUGAL,635,144881,635,144881
SA,SAUDI ARABIA,0,0,49500,2552631
SG,SINGAPORE,0,0,1,849
SE,SWEDEN,58675,5078714,322050,25566707
TW,"TAIWAN, PROVINCE OF CHINA",11000,969551,33150,2999163
AE,UNITED ARAB EMIRATES,91000,4900704,577200,31055454
US,UNITED STATES,211299,16318489,1107991,82013147
VN,VIETNAM,44750,3176844,380500,27077115
SUM,SUM,1150809,85686242,6669875,479324920
