"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2019', 'Quantity')","('May 2019', 'CIF (Baht)')","('Jan - May 2019', 'Quantity')","('Jan - May 2019', 'CIF (Baht)')"
CN,CHINA,0,0,15505,1091992
FR,FRANCE,20145,1079170,47021,3380995
DE,GERMANY,1400,220407,4201,673523
IN,INDIA,0,0,50,14225
IT,ITALY,50,26988,50,26988
JP,JAPAN,193900,7872293,631948,27034932
KR,"KOREA,REPUBLIC OF",117520,5598034,781140,38533026
MY,MALAYSIA,0,0,1000,264729
RU,RUSSIAN FEDERATION,0,0,8250,1352638
US,UNITED STATES,319,128036,682,172461
SUM,SUM,333334,14924928,1489847,72545509
