"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2015', 'Quantity')","('Dec 2015', 'CIF (Baht)')","('Jan - Dec 2015', 'Quantity')","('Jan - Dec 2015', 'CIF (Baht)')"
BE,BELGIUM,24000,2532122,240000,25453462
CA,CANADA,0,0,12701,584044
CN,CHINA,1000,50000,75150,5467281
IT,ITALY,0,0,50,21948
JP,JAPAN,48000,2769177,75275,5070571
KR,"KOREA,REPUBLIC OF",0,0,235602,14605556
SG,SINGAPORE,1147000,50353126,10333850,457191816
TW,"TAIWAN, PROVINCE OF CHINA",0,0,18000,1377000
AE,UNITED ARAB EMIRATES,0,0,434900,22025228
US,UNITED STATES,0,0,514656,34226480
SUM,SUM,1220000,55704425,11940184,566023386
