"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2017', 'Quantity')","('May 2017', 'CIF (Baht)')","('Jan - May 2017', 'Quantity')","('Jan - May 2017', 'CIF (Baht)')"
BE,BELGIUM,18823,1570474,37823,3255812
CN,CHINA,142832,5768025,382082,19715891
EG,EGYPT,25,10871,25,10871
FR,FRANCE,500,138729,500,138729
DE,GERMANY,7500,447962,12200,815540
IN,INDIA,0,0,2025,238759
IT,ITALY,0,0,0,2300
JP,JAPAN,228038,12253086,1478595,78165387
KR,"KOREA,REPUBLIC OF",1190350,52887400,2625700,117622143
KW,KUWAIT,24750,1008305,24750,1008305
MY,MALAYSIA,59257,8612266,256280,38011480
SA,SAUDI ARABIA,396050,15735441,2079050,81751204
SG,SINGAPORE,19821,3287993,98901,14886668
ZA,SOUTH AFRICA,0,0,123750,4550144
TW,"TAIWAN, PROVINCE OF CHINA",29025,1331223,61025,3024937
AE,UNITED ARAB EMIRATES,0,0,100,45936
US,UNITED STATES,10,6259,10,6259
VN,VIETNAM,0,0,120000,1897603
SUM,SUM,2116981,103058034,7302816,365147968
