"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2015', 'Quantity')","('Jan 2015', 'CIF (Baht)')","('Jan - Jan 2015', 'Quantity')","('Jan - Jan 2015', 'CIF (Baht)')"
AU,AUSTRALIA,200,47771,200,47771
BE,BELGIUM,49460,7825548,49460,7825548
CN,CHINA,125890,7947402,125890,7947402
FR,FRANCE,44120,3360699,44120,3360699
DE,GERMANY,10204,3290928,10204,3290928
IN,INDIA,72850,2952041,72850,2952041
ID,INDONESIA,22100,2379428,22100,2379428
IL,ISRAEL,1200,199485,1200,199485
IT,ITALY,3911,354061,3911,354061
JP,JAPAN,111822,19552813,111822,19552813
KR,"KOREA,REPUBLIC OF",467190,28752700,467190,28752700
MY,MALAYSIA,265151,18911945,265151,18911945
NL,NETHERLANDS,130002,12806911,130002,12806911
SA,SAUDI ARABIA,717750,32741665,717750,32741665
SG,SINGAPORE,152600,31386858,152600,31386858
ES,SPAIN,10450,949244,10450,949244
TW,"TAIWAN, PROVINCE OF CHINA",189761,10981386,189761,10981386
GB,UNITED KINGDOM,16000,2986585,16000,2986585
US,UNITED STATES,27893,4009848,27893,4009848
VN,VIETNAM,15500,3368229,15500,3368229
SUM,SUM,2434054,194805547,2434054,194805547
