"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2022', 'Quantity')","('Dec 2022', 'CIF (Baht)')","('Jan - Dec 2022', 'Quantity')","('Jan - Dec 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,23431,2035821
BE,BELGIUM,0,0,136889,11853541
BR,BRAZIL,567900,48427771,4583426,366738822
CA,CANADA,0,0,145210,5755282
CN,CHINA,39010,1721656,1405498,90217209
DK,DENMARK,0,0,200,58026
FI,FINLAND,74250,5509766,692450,59871007
FR,FRANCE,0,0,110896,15795270
DE,GERMANY,523663,41340092,5824275,487267593
HK,HONG KONG,0,0,88121,10333307
IN,INDIA,555,47887,2468,762848
ID,INDONESIA,0,0,29931,11311925
IE,IRELAND,0,571,1,3998
IL,ISRAEL,0,0,9600,1101525
IT,ITALY,3025,421719,50543,17072675
JP,JAPAN,171570,15900251,2219833,201736091
KR,"KOREA,REPUBLIC OF",200350,12099731,2609915,156674294
KW,KUWAIT,643500,24245637,8019000,352552647
LU,LUXEMBOURG,3550,759612,42000,9665551
MY,MALAYSIA,6100898,271962634,60443639,3226979539
MX,MEXICO,0,0,3,2732
NL,NETHERLANDS,153540,16384713,3200042,309457229
NO,NORWAY,35640,4209525,720650,73753829
OM,OMAN,148500,5318283,2326500,98023091
PH,PHILIPPINES,0,0,1,229
PL,POLAND,0,0,1040,133350
QA,QATAR,1122000,46944247,13948500,709633375
SA,SAUDI ARABIA,1920280,83462270,36159019,1813805900
SG,SINGAPORE,1301064,63152518,21706714,1269026809
ES,SPAIN,0,0,25,12857
CH,SWITZERLAND,0,0,28,30778
TW,"TAIWAN, PROVINCE OF CHINA",100,10852,278982,23386365
TH,THAILAND,0,0,220530,12252368
AE,UNITED ARAB EMIRATES,371250,14276096,5197575,249322077
GB,UNITED KINGDOM,0,0,5171,1326362
US,UNITED STATES,106148,11654660,2079916,144289345
VN,VIETNAM,98500,6442242,716110,46567029
SUM,SUM,13585293,674292733,172998132,9778810696
