"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2022', 'Quantity')","('Oct 2022', 'CIF (Baht)')","('Jan - Oct 2022', 'Quantity')","('Jan - Oct 2022', 'CIF (Baht)')"
AT,AUSTRIA,22000,2229609,44875,4740223
BE,BELGIUM,49500,4273220,572590,44233166
BR,BRAZIL,0,0,150000,7379933
CN,CHINA,587691,44520768,8025670,519726044
CZ,CZECH REPUBLIC,0,0,10000,303575
FI,FINLAND,0,0,92925,9930652
FR,FRANCE,20000,1834383,176500,14716164
DE,GERMANY,22884,4774324,333211,31373214
HK,HONG KONG,0,0,1,2934
IN,INDIA,1025,144126,1383829,75189331
ID,INDONESIA,91650,10416763,617904,57444890
IL,ISRAEL,24000,2323389,115200,11322517
IT,ITALY,0,0,2909,105217
JP,JAPAN,325590,26933320,3339601,227622926
KR,"KOREA,REPUBLIC OF",1455312,66655231,14120797,699726825
MY,MALAYSIA,656570,24659148,1125599,61572597
MX,MEXICO,0,0,765,65227
MM,MYANMAR,0,0,400,23623
NZ,NEW ZEALAND,0,0,40,13468
NG,NIGERIA,0,0,1,683
OM,OMAN,198000,7151124,2227500,93964027
PH,PHILIPPINES,0,0,32005,1538238
SA,SAUDI ARABIA,1429550,60745040,26303187,1146800961
SG,SINGAPORE,956868,59355646,7579406,472202827
SK,SLOVAKIA,200,71867,200,71867
ZA,SOUTH AFRICA,0,0,446875,21674820
ES,SPAIN,11000,1468774,77300,9328639
TW,"TAIWAN, PROVINCE OF CHINA",218600,10899371,2662662,141703015
TH,THAILAND,0,0,17100,917828
AE,UNITED ARAB EMIRATES,272250,10893483,1373625,60253422
GB,UNITED KINGDOM,0,0,11000,1161822
US,UNITED STATES,3750,670989,544272,43780062
VN,VIETNAM,108,14880,574233,27302987
SUM,SUM,6346548,340035455,71962182,3786193724
