"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2015', 'Quantity')","('Apr 2015', 'CIF (Baht)')","('Jan - Apr 2015', 'Quantity')","('Jan - Apr 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,6000,420050
AT,AUSTRIA,0,0,5500,346202
BE,BELGIUM,57990,3071912,473320,25180881
BR,BRAZIL,0,0,94500,8394845
CA,CANADA,0,0,11000,664926
CN,CHINA,1002750,44510571,1108150,51589475
FI,FINLAND,24750,1178753,46750,2574007
FR,FRANCE,200,9157,200,9157
DE,GERMANY,83070,5634896,103070,16778354
ID,INDONESIA,0,0,45251,1997109
IT,ITALY,26007,977697,57211,2789743
JP,JAPAN,1284335,72684595,6020534,346240519
KR,"KOREA,REPUBLIC OF",181705,7694580,227705,10159074
KW,KUWAIT,767250,29299833,3093750,127466202
MY,MALAYSIA,222500,9317916,1475675,62516182
NL,NETHERLANDS,0,0,100,66350
QA,QATAR,841500,34604806,2422500,104490445
SA,SAUDI ARABIA,2212750,85937477,11304250,450302584
SG,SINGAPORE,2367990,101921752,8197599,337295284
TW,"TAIWAN, PROVINCE OF CHINA",1000,135350,28575,2326438
AE,UNITED ARAB EMIRATES,1757250,71873789,5134050,203899016
GB,UNITED KINGDOM,0,0,20,4738
US,UNITED STATES,347666,18596615,1129224,64837354
SUM,SUM,11178713,487449699,40984934,1820348935
