"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'CIF (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,605,226859
CN,CHINA,3360,866692,9400,3372207
DE,GERMANY,0,0,155,51678
HK,HONG KONG,0,0,45,7481
IT,ITALY,0,0,13,11643
JP,JAPAN,15100,2686047,50044,8841768
KR,"KOREA,REPUBLIC OF",0,0,0,5206
NL,NETHERLANDS,0,0,1625,301800
SG,SINGAPORE,0,0,11500,4048126
SE,SWEDEN,0,0,0,21799
TW,"TAIWAN, PROVINCE OF CHINA",0,0,2145,130793
TH,THAILAND,0,0,26800,426556
TR,TÜRKIYE,0,0,30,3019
GB,UNITED KINGDOM,0,0,966,505163
US,UNITED STATES,20,21086,158,133577
SUM,SUM,18480,3573825,103486,18087675
