"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2016', 'Quantity')","('Sept 2016', 'CIF (Baht)')","('Jan - Sept 2016', 'Quantity')","('Jan - Sept 2016', 'CIF (Baht)')"
BE,BELGIUM,0,0,72000,7315325
CN,CHINA,500,48723,3000,144159
JP,JAPAN,20956,2315581,25443,2983539
KR,"KOREA,REPUBLIC OF",13517,1336964,253888,18065295
QA,QATAR,0,0,330000,13702574
SG,SINGAPORE,645000,26977066,7346925,320738144
SE,SWEDEN,0,0,56000,5511362
AE,UNITED ARAB EMIRATES,5200,231644,635700,29298963
US,UNITED STATES,372774,22622203,954850,56926285
VN,VIETNAM,0,0,53,12243
SUM,SUM,1057947,53532181,9677859,454697889
