"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2012', 'Quantity')","('Sept 2012', 'CIF (Baht)')","('Jan - Sept 2012', 'Quantity')","('Jan - Sept 2012', 'CIF (Baht)')"
AU,AUSTRALIA,49500,3126429,156668,7263582
AT,AUSTRIA,0,0,12,104746
BE,BELGIUM,74710,5095383,951595,61572596
BR,BRAZIL,750,74087,1050,161706
CA,CANADA,96060,4015143,841160,34708388
CN,CHINA,116000,7384888,3267103,207692459
DK,DENMARK,0,0,1382,1845497
SZ,ESWATINI,7940,1306524,7940,1306524
FI,FINLAND,0,0,841500,54647299
FR,FRANCE,0,0,5504,495387
DE,GERMANY,50074,5975740,364987,37339444
HK,HONG KONG,0,0,289000,28627150
IN,INDIA,1200,104575,1200,104575
ID,INDONESIA,0,0,133902,9527630
IL,ISRAEL,4,1823,14,5975
IT,ITALY,0,0,130,44203
JP,JAPAN,117097,11990349,4073888,332836815
KR,"KOREA,REPUBLIC OF",213600,11651881,2647461,150772604
KW,KUWAIT,495000,20321789,4875850,197295811
LI,LIECHTENSTEIN,0,0,6,11043
MY,MALAYSIA,4934240,210215492,30635100,1382972856
MX,MEXICO,350000,15363718,350000,15363718
NL,NETHERLANDS,147180,11944365,748914,60186694
NZ,NEW ZEALAND,16000,390709,112950,3943032
NO,NORWAY,0,0,49500,2800662
QA,QATAR,714000,28378508,2754200,116608353
SA,SAUDI ARABIA,2208600,93989478,18405894,801119162
SG,SINGAPORE,1596475,74069316,16803605,809338392
ES,SPAIN,62000,6038718,871000,88630945
CH,SWITZERLAND,0,0,19300,4149128
TW,"TAIWAN, PROVINCE OF CHINA",12000,1576185,137996,10201204
AE,UNITED ARAB EMIRATES,198000,8222508,792000,32667962
GB,UNITED KINGDOM,0,0,14234,802288
US,UNITED STATES,207107,12018400,3570299,197283954
VN,VIETNAM,3000,445279,16500,1418072
SUM,SUM,11670537,533701287,93741844,4653849856
