"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2013', 'Quantity')","('Aug 2013', 'CIF (Baht)')","('Jan - Aug 2013', 'Quantity')","('Jan - Aug 2013', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2750,207213
BE,BELGIUM,0,0,77,43197
CA,CANADA,0,0,96250,4706655
CN,CHINA,16000,728900,16000,728900
HK,HONG KONG,16000,767001,16000,767001
JP,JAPAN,20,2895,367,137166
KR,"KOREA,REPUBLIC OF",0,0,44002,2112816
NL,NETHERLANDS,0,0,25,8055
QA,QATAR,0,0,76500,3176243
SA,SAUDI ARABIA,40750,1850456,451250,19894715
SG,SINGAPORE,24750,1294314,49500,2482093
SK,SLOVAKIA,0,0,5,3733
AE,UNITED ARAB EMIRATES,0,0,200,39639
US,UNITED STATES,20800,1140083,290150,15635699
SUM,SUM,118320,5783649,1043076,49943125
