"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'CIF (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'CIF (Baht)')"
CN,CHINA,5900,380592,88725,7735013
DE,GERMANY,0,0,90000,5014687
IT,ITALY,0,0,200,20166
JP,JAPAN,463000,33140500,1510050,114906172
KR,"KOREA,REPUBLIC OF",13000,1140708,1646350,95581450
MY,MALAYSIA,10000,599327,30000,1800071
SE,SWEDEN,0,0,20000,1466597
AE,UNITED ARAB EMIRATES,462000,23461177,2538886,130035561
GB,UNITED KINGDOM,0,0,150,8696
US,UNITED STATES,32431,1798183,2702110,141804362
VN,VIETNAM,26775,1613565,349361,20219967
SUM,SUM,1013106,62134052,8975832,518592742
