"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2012', 'Quantity')","('Dec 2012', 'CIF (Baht)')","('Jan - Dec 2012', 'Quantity')","('Jan - Dec 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,65000,3568240
BE,BELGIUM,0,0,144795,19595639
BR,BRAZIL,0,0,21111,3851175
CA,CANADA,0,0,32000,4202680
CN,CHINA,71100,9919561,646660,64294500
FR,FRANCE,0,0,24225,3053398
DE,GERMANY,44302,3618860,266146,21131403
HK,HONG KONG,0,0,11754,5434431
IN,INDIA,0,0,775,147189
ID,INDONESIA,50,7681,110710,11780271
IT,ITALY,0,0,248300,17481653
JP,JAPAN,1020015,68507353,14993493,1116442131
KR,"KOREA,REPUBLIC OF",545250,26948355,12414640,673246048
LU,LUXEMBOURG,100,62710,100,62710
MY,MALAYSIA,30000,1339105,1273534,61886497
NL,NETHERLANDS,99000,6584744,1569350,110033415
NO,NORWAY,0,0,8,7163
SA,SAUDI ARABIA,396000,17538455,3768600,171023351
SG,SINGAPORE,4786250,238760947,55144755,2815501438
CH,SWITZERLAND,0,0,6,26303
TW,"TAIWAN, PROVINCE OF CHINA",273020,15414072,3694205,209010579
TR,TÜRKIYE,0,0,675,155322
AE,UNITED ARAB EMIRATES,49500,2217769,2524500,107742639
GB,UNITED KINGDOM,1600,551351,52031,6894318
US,UNITED STATES,38399,3355292,901082,70506146
VN,VIETNAM,35,17255,23056,2209644
SUM,SUM,7354621,394843510,97931511,5499288283
