"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2014', 'Quantity')","('Aug 2014', 'CIF (Baht)')","('Jan - Aug 2014', 'Quantity')","('Jan - Aug 2014', 'CIF (Baht)')"
BE,BELGIUM,44000,2782496,540181,38030252
BR,BRAZIL,0,0,1000,151504
CA,CANADA,17000,1363548,34000,2808109
CN,CHINA,6013,389864,175129,10128984
FR,FRANCE,75,6256,33075,3019118
DE,GERMANY,1,17765,42103,4145197
HK,HONG KONG,0,0,15950,1080777
ID,INDONESIA,0,0,288,1758
IT,ITALY,20400,2512026,127945,18667659
JP,JAPAN,136350,10448958,1037205,78291582
KR,"KOREA,REPUBLIC OF",296725,18574821,1405648,88645899
MY,MALAYSIA,350060,14439379,1199372,55145778
NL,NETHERLANDS,0,0,2750,293198
SG,SINGAPORE,25000,1090839,99906,5178704
ES,SPAIN,0,0,29,6676
TW,"TAIWAN, PROVINCE OF CHINA",69300,4447733,778418,50642946
TH,THAILAND,0,0,40647,2465512
TR,TÜRKIYE,0,0,290,32829
GB,UNITED KINGDOM,0,0,240,37752
US,UNITED STATES,36150,3488350,320595,38330140
VN,VIETNAM,136971,2300349,542968,9610246
SUM,SUM,1138045,61862384,6397739,406714620
