"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'CIF (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'CIF (Baht)')"
AU,AUSTRALIA,32168,1569270,65104,3043047
BE,BELGIUM,98880,5733933,550830,31052867
BR,BRAZIL,0,0,5500,409351
CA,CANADA,20956,1497645,20956,1497645
CN,CHINA,69285,3666191,348140,16686133
FR,FRANCE,11000,699816,61925,5183085
DE,GERMANY,13250,12864729,273115,71311051
IN,INDIA,4016,357660,4066,357954
ID,INDONESIA,35175,1780565,218675,10003745
IT,ITALY,24750,1592870,27500,2128198
JP,JAPAN,1566710,95563943,12109279,668250997
KR,"KOREA,REPUBLIC OF",0,0,169610,8317025
KW,KUWAIT,519750,22627625,3960000,168797180
LU,LUXEMBOURG,300,55283,600,144530
MY,MALAYSIA,491500,21919738,3146525,138575925
NL,NETHERLANDS,0,0,700,184375
QA,QATAR,2731192,128284113,20861859,951854473
RU,RUSSIAN FEDERATION,0,0,22,12342
SA,SAUDI ARABIA,2767250,124012635,14746500,642674727
SG,SINGAPORE,1058380,48360081,10033226,454709029
SE,SWEDEN,0,0,11000,811937
TW,"TAIWAN, PROVINCE OF CHINA",1000,119108,226300,10722555
TH,THAILAND,0,0,215322,9461112
AE,UNITED ARAB EMIRATES,470350,20977399,5972950,255483996
GB,UNITED KINGDOM,0,0,9999,2072329
US,UNITED STATES,550,122147,1924550,91193831
VN,VIETNAM,0,0,200,17392
SUM,SUM,9916462,491804751,74964453,3544956831
