"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2016', 'Quantity')","('Nov 2016', 'CIF (Baht)')","('Jan - Nov 2016', 'Quantity')","('Jan - Nov 2016', 'CIF (Baht)')"
BE,BELGIUM,49500,2430835,232925,11438287
CN,CHINA,0,0,38592,6426737
FR,FRANCE,0,0,13,1186
DE,GERMANY,0,0,1214,59262
IN,INDIA,50,15651,50,15651
ID,INDONESIA,0,0,25,5309
IT,ITALY,0,0,1375,112233
JP,JAPAN,4000,398813,100416,7915930
KR,"KOREA,REPUBLIC OF",60000,2795506,349000,16885921
MY,MALAYSIA,50,58100,40129,941744
NL,NETHERLANDS,74250,6593227,99000,8696151
QA,QATAR,0,0,178500,7622369
SA,SAUDI ARABIA,74250,3030768,534600,23360337
TW,"TAIWAN, PROVINCE OF CHINA",3525,406737,10025,1174815
UA,UKRAINE,0,0,5125,207761
AE,UNITED ARAB EMIRATES,0,0,24750,951799
GB,UNITED KINGDOM,0,0,26,20747
US,UNITED STATES,25,6319,860,542732
VN,VIETNAM,0,0,1010,35081
SUM,SUM,265650,15735956,1617635,86414052
