"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2019', 'Quantity')","('Mar 2019', 'CIF (Baht)')","('Jan - Mar 2019', 'Quantity')","('Jan - Mar 2019', 'CIF (Baht)')"
AU,AUSTRALIA,22000,660014,30890,1397062
AT,AUSTRIA,0,0,455,88942
BE,BELGIUM,98360,3888519,303945,17595983
BR,BRAZIL,31500,2679565,109500,9679541
CN,CHINA,8749,810158,106954,6177942
FI,FINLAND,0,0,49500,2905006
FR,FRANCE,40,16694,262915,14960634
DE,GERMANY,119250,11253948,135965,19147209
HK,HONG KONG,3,2329,3,2329
IN,INDIA,0,0,8675,582917
ID,INDONESIA,0,0,5025,191225
IT,ITALY,34200,2082391,391935,22357202
JP,JAPAN,1346285,76676964,3363342,193757860
KR,"KOREA,REPUBLIC OF",515000,19118612,1905130,78829184
KW,KUWAIT,792000,25784609,1707750,59451340
LA,LAO PDR,0,0,2,4500
MY,MALAYSIA,535000,18917320,3000475,110472405
PH,PHILIPPINES,500,23834,500,23834
QA,QATAR,1612060,56334070,5080880,188767200
SA,SAUDI ARABIA,1680000,57447086,6132100,213931443
SG,SINGAPORE,1496590,54117517,4296276,156656906
CH,SWITZERLAND,100,29211,100,29211
TW,"TAIWAN, PROVINCE OF CHINA",395600,16286800,1147007,47273020
TH,THAILAND,24750,900366,24750,900366
AE,UNITED ARAB EMIRATES,1534475,53697310,4677725,168893997
GB,UNITED KINGDOM,0,0,96,158690
US,UNITED STATES,1707043,68185115,4128764,765714543
SUM,SUM,11953505,468912432,36870659,2079950491
